winner_agreement,tolerance_jaccard,worst_regret_gap,certificate_sup_norm_gap,probes_adaptive,probes_full,time_adaptive,time_full,m,geometry,replication,theta
1,1.0,0.0,0.0,4,4,0.0003524579806253314,0.0003251250018365681,2,linear,42,0.7
1,1.0,0.0,0.0,4,4,0.0003476249985396862,0.0003209999995306134,2,linear,42,0.9
1,1.0,0.0,0.0,4,4,0.0003535830182954669,0.00032479199580848217,2,linear,43,0.3
1,1.0,0.0,0.0,4,4,0.0003495829878374934,0.0003273750189691782,2,linear,43,0.5
1,1.0,0.0,0.0,4,4,0.00034899997990578413,0.00032183300936594605,2,linear,43,0.6
1,1.0,0.0,0.0,4,4,0.00034550001146271825,0.00032233301317319274,2,linear,43,0.7
1,1.0,0.0,0.0,4,4,0.0003393329679965973,0.0003214579774066806,2,linear,43,0.9
1,1.0,0.0,0.0,4,4,0.00037050002720206976,0.0003238749923184514,2,linear,44,0.3
1,1.0,0.0,0.0,4,4,0.00035020802170038223,0.0003244160325266421,2,linear,44,0.5
1,1.0,0.0,0.0,4,4,0.00034387496998533607,0.00032041699159890413,2,linear,44,0.6
1,1.0,0.0,0.0,4,4,0.00034737499663606286,0.00032350001856684685,2,linear,44,0.7
1,1.0,0.0,0.0,4,4,0.00034304201835766435,0.00034166598925367,2,linear,44,0.9
1,1.0,0.0,0.0,4,4,0.0003569170366972685,0.0003238749923184514,2,linear,45,0.3
1,1.0,0.0,0.0,4,4,0.00036558398278430104,0.0003267089487053454,2,linear,45,0.5
1,1.0,0.0,0.0,4,4,0.0003517500008456409,0.0003244589897803962,2,linear,45,0.6
1,1.0,0.0,0.0,4,4,0.0003493750118650496,0.00032304099295288324,2,linear,45,0.7
1,1.0,0.0,0.0,4,4,0.00034745800076052547,0.00032062502577900887,2,linear,45,0.9
1,1.0,0.0,0.0,4,4,0.00035183399450033903,0.0003215830074623227,2,linear,46,0.3
1,1.0,0.0,0.0,4,4,0.00035037501947954297,0.0003213339950889349,2,linear,46,0.5
1,1.0,0.0,0.0,4,4,0.0003625000244937837,0.0003291670000180602,2,linear,46,0.6
1,1.0,0.0,0.0,4,4,0.0003535419818945229,0.00032470800215378404,2,linear,46,0.7
1,1.0,0.0,0.0,4,4,0.0003481250023469329,0.0003215419710613787,2,linear,46,0.9
1,1.0,0.0,0.0,4,4,0.00035375001607462764,0.0003226249828003347,2,linear,47,0.3
1,1.0,0.0,0.0,4,4,0.0003476249985396862,0.00032175000524148345,2,linear,47,0.5
1,1.0,0.0,0.0,4,4,0.0003435830003581941,0.0003240410005673766,2,linear,47,0.6
1,1.0,0.0,0.0,4,4,0.0003606670070439577,0.00032900000223889947,2,linear,47,0.7
1,1.0,0.0,0.0,4,4,0.00035283295437693596,0.000321083003655076,2,linear,47,0.9
1,1.0,0.0,0.0,4,4,0.00035612500505521894,0.0003233749885112047,2,linear,48,0.3
1,1.0,0.0,0.0,4,4,0.0003522500046528876,0.0003233330207876861,2,linear,48,0.5
1,1.0,0.0,0.0,4,4,0.0003502079634927213,0.00032079097582027316,2,linear,48,0.6
1,1.0,0.0,0.0,4,4,0.00034370803041383624,0.00032237503910437226,2,linear,48,0.7
1,1.0,0.0,0.0,4,4,0.00035916699562221766,0.00032958301017060876,2,linear,48,0.9
1,1.0,0.0,0.0,4,4,0.0003482499741949141,0.0003221659571863711,2,linear,49,0.3
1,1.0,0.0,0.0,4,4,0.0003476659767329693,0.0003220419748686254,2,linear,49,0.5
1,1.0,0.0,0.0,4,4,0.0003439169959165156,0.00032175000524148345,2,linear,49,0.6
1,1.0,0.0,0.0,4,4,0.0003476669662632048,0.000321374973282218,2,linear,49,0.7
1,1.0,0.0,0.0,4,4,0.0003447500057518482,0.00032045901753008366,2,linear,49,0.9
1,1.0,0.0,0.0,4,4,0.0003578329924494028,0.0003245409461669624,2,concave,0,0.3
1,1.0,0.0,0.0,4,4,0.0003524160129018128,0.00032012496376410127,2,concave,0,0.5
1,1.0,0.0,0.0,4,4,0.0003534169518388808,0.00032416702015325427,2,concave,0,0.6
1,1.0,0.0,0.0,4,4,0.00034425000194460154,0.000323957996442914,2,concave,0,0.7
1,1.0,0.0,0.0,4,4,0.00034491601400077343,0.00032287498470395803,2,concave,0,0.9
1,1.0,0.0,0.0,4,4,0.00035437499172985554,0.00031879200832918286,2,concave,1,0.3
1,1.0,0.0,0.0,4,4,0.0003452089731581509,0.00032637501135468483,2,concave,1,0.5
1,1.0,0.0,0.0,4,4,0.0003485839697532356,0.000321459025144577,2,concave,1,0.6
1,1.0,0.0,0.0,4,4,0.0003470410010777414,0.0003279999946244061,2,concave,1,0.7
1,1.0,0.0,0.0,4,4,0.00035212497459724545,0.0003220409853383899,2,concave,1,0.9
1,1.0,0.0,0.0,4,4,0.0003582090139389038,0.0003287500003352761,2,concave,2,0.3
1,1.0,0.0,0.0,4,4,0.0003553749993443489,0.0003220419748686254,2,concave,2,0.5
1,1.0,0.0,0.0,4,4,0.00035020802170038223,0.00032062496757134795,2,concave,2,0.6
1,1.0,0.0,0.0,4,4,0.000344583997502923,0.00034241704270243645,2,concave,2,0.7
1,1.0,0.0,0.0,4,4,0.0003450840013101697,0.0003208750276826322,2,concave,2,0.9
1,1.0,0.0,0.0,4,4,0.0003524170024320483,0.0003474170225672424,2,concave,3,0.3
1,1.0,0.0,0.0,4,4,0.000344625033903867,0.0003207089612260461,2,concave,3,0.5
1,1.0,0.0,0.0,4,4,0.0003422499867156148,0.00032112502958625555,2,concave,3,0.6
1,1.0,0.0,0.0,4,4,0.00034537503961473703,0.0003224170068278909,2,concave,3,0.7
1,1.0,0.0,0.0,4,4,0.0003451249795034528,0.0003218750352971256,2,concave,3,0.9
1,1.0,0.0,0.0,4,4,0.0003549159737303853,0.00032466696575284004,2,concave,4,0.3
1,1.0,0.0,0.0,4,4,0.00035025004763156176,0.0003393749939277768,2,concave,4,0.5
1,1.0,0.0,0.0,4,4,0.0003552500274963677,0.00032258295686915517,2,concave,4,0.6
1,1.0,0.0,0.0,4,4,0.000352917006239295,0.00032391701824963093,2,concave,4,0.7
1,1.0,0.0,0.0,4,4,0.000348915986251086,0.00031958299223333597,2,concave,4,0.9
1,1.0,0.0,0.0,4,4,0.0003516669967211783,0.0003201669896952808,2,concave,5,0.3
1,1.0,0.0,0.0,4,4,0.0003468749928288162,0.00032516696956008673,2,concave,5,0.5
